Order,Component,Type
2315,7,sentence-component
2316,7時に帰るよ。,sentence
2317,消,kanji
2318,訪,kanji
2319,訪問,word
2320,あなたが寝ている間に訪問された女性がいました。,sentence
2321,下,word
2322,その事件が戦争の起こるもととなった。,sentence
2323,証,kanji
2324,券,kanji
2325,証券,word
2326,聞こえる,word
2327,「助けて」という声が聞えるのです。私は笑っていました。,sentence
2328,試,kanji
2329,試合,word
2330,この試合が彼にとっては、最初の大きな試合になる。,sentence
2331,速,kanji
2332,速い,word
2333,あなたはなんと速く歩くのでしょう。,sentence
2334,荷,kanji
2335,話,word
2336,2分でいいので話聞いてもらえませんか？,sentence
2337,幾,word
2338,課,kanji
2339,課題,word
2340,彼はきのう私が課題にした医者です。,sentence
2341,間違い,word
2342,あなたは大きな間違いをしないようもっと気をつけなければならない。,sentence
2343,調,kanji
2344,調,word
2345,調べ,word
2346,すむ,word-reading
2347,あなたはタバコをすいますか？,sentence
2348,敕,kanji
2349,整,kanji
2350,調整,word
2351,そのように時間を調整してあるのですから。,sentence
2352,素,kanji
2353,素晴らしい,word
2354,あなたの家は素晴らしい。,sentence
2355,酒,kanji
2356,調査,word
2357,あなたは家を買う時は調査しなければならない。,sentence
2358,凄,kanji
2359,凄い,word
2360,あの子はすごく忙しいはずだよ。,sentence
2361,警,kanji
2362,察,kanji
2363,警察,word
2364,その店は警察の監督のもとにある。,sentence
2365,実,word
2366,警察は事件の捜査をした。,sentence
2367,議会,word
2368,あの映画は実におもしろかった。,sentence
2369,過ごす,word
2370,あなたがたはパーティーで楽しく過ごしましたか。,sentence
2371,議員,word
2372,市の議員だったらよくやっていることだよ。,sentence
2373,近く,word
2374,あなたの自転車は駅の近くのどこかにありますよ。,sentence
2375,議長,word
2376,私たちは彼を議長にしました。,sentence
2377,ホテル,word
2378,このホテルであなたに会うとはおどろいた。,sentence
2379,財,kanji
2380,財政,word
2381,私達は財政上の援助を止めることに決めた。,sentence
2382,辛,kanji
2383,辞,kanji
2384,辞書,word
2385,あなたの辞書を私に貸してくれませんか。,sentence
2386,帳,kanji
2387,販,kanji
2388,販売,word
2389,船,word
2390,いつ船が出ることになってるの？,sentence
2391,壬,kanji
2392,任,kanji
2393,責任,word
2394,あなたはそのことに対して責任がある。,sentence
2395,或る,word
2396,あなたのいうことはある意味で正しい。,sentence
2397,貿,kanji
2398,易,kanji
2399,貿易,word
2400,僕の父は海外貿易の仕事をしている。,sentence
2401,学ぶ,word
2402,これについてもっと多くのことを学びたいんだ。,sentence
2403,資金,word
2404,彼は指導されなくても学ぶことができた。,sentence
2405,さえ,word
2406,その計画には沢山の資金が必要だ。,sentence
2407,斦,kanji
2408,あなたはここで待ってさえいればいいのです。,sentence
2409,質,kanji
2410,質問,word
2411,あなたに質問してもいい。,sentence
2412,クラス,word
2413,このクラスには女の子は3人しかいません。,sentence
2414,足,word
2415,いい足持ってるんだな。,sentence
2416,服,word
2417,あなたの好きなどんな服でも買ってあげよう。,sentence
2418,章,kanji
2419,車,word
2420,3台の車を持っているんだよね？,sentence
2421,幾つ,word
2422,トムは車を販売していたことがある。,sentence
2423,笛,kanji
2424,あなたにいくつか質問させてください。,sentence
2425,軍,kanji
2426,その国にはいくつかの民族がある。,sentence
2427,軍事,word
2428,気分,word
2429,あなた、気分が悪いんですか。,sentence
2430,第,kanji
2431,刖,kanji
2432,輸,kanji
2433,輸入,word
2434,起こす,word
2435,7時に起こしてくれない？,sentence
2436,輸出,word
2437,日本は多くの自動車を外国へ輸出している。,sentence
2438,円,word
2439,円はドルに対して高くなった。,sentence
2440,習,kanji
2441,辰,kanji
2442,農,kanji
2443,農業,word
2444,彼は農業の研究をしている。,sentence
2445,30,sentence-component
2446,2時30分に帰ってきます。,sentence
2447,通信,word
2448,父さん,word
2449,このことは御父さんには言わないで。,sentence
2450,連合,word
2451,これら三つの国が連合して一つの国になった。,sentence
2452,此方,word
2453,いつこちらへ着きましたか。,sentence
2454,連続,word
2455,らしい,word
2456,あなたのもっと人間らしく生きてほしい。,sentence
2457,都,kanji
2458,邦,kanji
2459,連邦,word
2460,唯,kanji
2461,唯,word
2462,ありがとう、ただ見ているだけです。,sentence
2463,運,kanji
2464,運動,word
2465,もっと運動したの方がいいね。,sentence
2466,背,word
2467,あなたはどれくらいの背の高さですか。,sentence
2468,過去,word
2469,あなたの過去は気にしません。,sentence
2470,間違う,word
2471,「これが間違ってる」「そんなことないよ」,sentence
2472,非,kanji
2473,悲,kanji
2474,道,word
2475,この道でいいの？,sentence
2476,感,kanji
2477,感じる,word
2478,あなたはこれを感じられますか?,sentence
2479,暑,kanji
2480,違反,word
2481,彼がした事が違反でなくて何だろう。,sentence
2482,少ない,word
2483,この国の人口はアメリカの人口より少ない。,sentence
2484,巽,kanji
2485,選,kanji
2486,選手,word
2487,その選手はこの大会で三回連続優勝した。,sentence
2488,など,word
2489,トムのことなど気にするな。,sentence
2490,植,kanji
2491,挙,kanji
2492,選挙,word
2493,あなたは選挙で誰に投票しましたか。,sentence
2494,歌う,word
2495,会長選挙でだれに投票しますか。,sentence
2496,歯,kanji
2497,最近新聞を読んでいないので、今年の選挙で誰が候補なのかも分からない。,sentence
2498,部分,word
2499,あなたに歌ってほしい。,sentence
2500,日本語,word
2501,全体は部分からなっている。,sentence
2502,昷,kanji
2503,あなたが次のものを読めたら、日本語でも通信できますよね。,sentence
2504,温,kanji
2505,部長,word
2506,彼が私のところの部長です。,sentence
2507,牙,kanji
2508,邪,kanji
2509,風邪,word
2510,「悪い風邪を引きました」「それはいけませんね」,sentence
2511,部門,word
2512,あなたはどの部門にいますか？,sentence
2513,答える,word
2514,あなたはこの質問に答える必要はありません。,sentence
2515,胡,kanji
2516,湖,kanji
2517,都内,word
2518,ぞ,word
2519,あの男には気を付けるんだぞ。,sentence
2520,湯,kanji
2521,都市,word
2522,あなたは都市に住んでいますか。,sentence
2523,母さん,word
2524,僕の母さん、フランス語は話さないよ。,sentence
2525,登,kanji
2526,重要,word
2527,あなたが何をしたかは、あなたが何を言ったかより重要である。,sentence
2528,興,kanji
2529,興味,word
2530,あなたの興味を引くような本を読みなさい。,sentence
2531,野党,word
2532,魚,word
2533,この手の魚は見たことがなかった。,sentence
2534,短,kanji
2535,野球,word
2536,あなたはどの程度野球に興味があるのですか。,sentence
2537,小さな,word
2538,あなたはあの小さな家が見えますか。,sentence
2539,童,kanji
2540,利,kanji
2541,金利,word
2542,喜ぶ,word
2543,「手伝ってくださいませんか」「喜んで」,sentence
2544,筆,kanji
2545,鬲,radical
2546,融,kanji
2547,金融,word
2548,国際金融で仕事を続けるつもりです。,sentence
2549,匆,kanji
2550,怱,kanji
2551,葱,kanji
2552,葱,word
2553,き,word
2554,一杯やりたいきがする。,sentence
2555,し,word
2556,あなたしか僕を助けられる人はいないんだ。,sentence
2557,銀,kanji
2558,銀,word
2559,ギンは僕の友達じゃない。,sentence
2560,靴,kanji
2561,靴,word
2562,「これって誰の靴？」「トムの靴だよ」,sentence
2563,銀行,word
2564,そのホテルの前に銀行がある。,sentence
2565,長男,word
2566,ご長男はおいくつですか？,sentence
2567,日,word
2568,1日か2日かかります。,sentence
2569,日曜日,word
2570,あなたは、日曜日に何をしますか。,sentence
2571,軽,kanji
2572,開発,word
2573,打つ,word
2574,すぐにこの問題に手を打たなければならない。,sentence
2575,関係,word
2576,「あの方とあなたのご関係はどうなのですか」「私は彼の父です」,sentence
2577,丁度,word
2578,この靴は私にはちょうどいい。,sentence
2579,関心,word
2580,あなたは何に関心が有るのですか。,sentence
2581,可成,word
2582,「トムのフランス語ってどうなの？」「かなり上手いよ」,sentence
2583,関連,word
2584,これに関連して何か言いたい事はありますか。,sentence
2585,生,word
2586,その魚は生で食べちゃ駄目だったんだよ。,sentence
2587,陽,kanji
2588,僚,kanji
2589,閣僚,word
2590,性,word
2591,そんなことが気になってしまうのが人の性ですね・・・。,sentence
2592,防,kanji
2593,防衛,word
2594,思う,word
2595,「あの本がほしい」と彼は心の中で思いました。,sentence
2596,出す,word
2597,彼はその家を買おうと思って、調べにきた。,sentence
2598,思い出す,word
2599,現在の内閣をどう思いますか。,sentence
2600,集,kanji
2601,いつ食事を出したらよいか教えて下さい。,sentence
2602,厷,kanji
2603,あなたは思い出さない。私は決して忘れない。,sentence
2604,雄,kanji
2605,雄,word
2606,頼,kanji
2607,頼む,word
2608,あの人に頼む気はないよ。,sentence
2609,電話,word
2610,「誰か警察に電話したの？」「私がしました」,sentence
2611,夕食,word
2612,「あなたはいつテレビを見ますか」「夕食後です」,sentence
2613,想,kanji
2614,音楽,word
2615,あなたが聞いていた音楽は何だったのですか。,sentence
2616,彼れ,word
2617,あなたはこれとあれとどちらが好きですか。,sentence
2618,領土,word
2619,筋はあれだけど、面白い本だったよ。,sentence
2620,虍,radical
2621,虚,kanji
2622,嘘,kanji
2623,嘘,word
2624,「外国では魚を生で食べない」というのは嘘だ。,sentence
2625,顔,word
2626,あなたの顔を忘れるといけないので写真を下さい。,sentence
2627,𣴎,kanji
2628,様,kanji
2629,様,word
2630,お二人さま、ありがとう。,sentence
2631,暗,kanji
2632,首相,word
2633,首相は明日、記者会見を開きます。,sentence
2634,遅い,word
2635,「速い」は「遅い」の反対。,sentence
2636,凶,kanji
2637,脳,kanji
2638,首脳,word
2639,薬,kanji
2640,薬,word
2641,あなたはこの薬をのめば、良くなるだろう。,sentence
2642,漢,kanji
2643,このお薬は効果があったの？,sentence
2644,高校,word
2645,その薬を作っているのは日本の企業である。,sentence
2646,失う,word
2647,ありがとう。高校時代はよくテニスをしたものです。,sentence
2648,福,kanji
2649,そのために仕事を失うことになるかもしれない。,sentence
2650,一人,word
2651,1人でいるの？,sentence
2652,昨夜,word
2653,あなたは昨夜よく眠れましたか。,sentence
2654,詩,kanji
2655,一昨,word
2656,「いつ戻ったの？」「一昨日だよ」,sentence
2657,一昨年,word
2658,元気,word
2659,「トム、なんか元気なくない？」「そうかな？」「どうかしたの？」「どうもしてないよ」,sentence
2660,足(𧾷),kanji-variant
2661,路,kanji
2662,緒,kanji
2663,一緒,word
2664,「私達と一緒に来なさい」と彼は言った。,sentence
2665,升,kanji
2666,昇,kanji
2667,上昇,word
2668,関する,word
2669,このことに関してまた君に電話するよ。,sentence
2670,鉄,kanji
2671,不動産,word
2672,楽しむ,word
2673,じゃーな、楽しめよ。,sentence
2674,不安,word
2675,あの人達には何の心配事も不安もない。,sentence
2676,時々,word
2677,「時々」って何？,sentence
2678,緑,kanji
2679,不明,word
2680,それって、意味不明なんだけど。,sentence
2681,お父さん,word
2682,あなたのお父さんだけでなく私もあなたの計画に反対です。,sentence
2683,練,kanji
2684,満,kanji
2685,不満,word
2686,あなたに不満があります。,sentence
2687,たり,word
2688,そうですね、テレビを見たりしますね。,sentence
2689,不足,word
2690,この地域では水が不足している。,sentence
2691,困,kanji
2692,困る,word
2693,あなた、困ったことになっているんでしょう？,sentence
2694,世代,word
2695,あの人たちは同じ世代です。,sentence
2696,とも,word
2697,あなたがどこへ行こうとも、わたしはついていきます。,sentence
2698,丌,kanji
2699,畀,kanji
2700,鼻,kanji
2701,輿,kanji
2702,侖,kanji
2703,論,kanji
2704,輿論,word
2705,一般の世論は戦争に反対である。,sentence
2706,世論,word
2707,妹,word
2708,あなたの妹さんに会いたいものです。,sentence
2709,横,kanji
2710,中間,word
2711,向かう,word
2712,あなたは何処へ向かっているのですか。,sentence
2713,箱,kanji
2714,この飛行機は南へ向かって飛んでいる。,sentence
2715,崔,kanji
2716,バスは北へ向かっていた。,sentence
2717,催,kanji
2718,主催,word
2719,到,kanji
2720,到着,word
2721,あなたが到着したとき、彼はまだここにいましたか。,sentence
2722,婦,kanji
2723,外相はもう到着されましたか？,sentence
2724,主婦,word
2725,主婦は家庭の仕事がたくさんある。,sentence
2726,散,kanji
2727,散歩,word
2728,「散歩しませんか」「いいですね、よろこんで」,sentence
2729,張,kanji
2730,主張,word
2731,その女性たちは自分たちの主張を守り続けた。,sentence
2732,金持ち,word
2733,あなたはとても金持ちですね。,sentence
2734,主義,word
2735,いつ民主主義は生まれましたか。,sentence
2736,兼,kanji
2737,嫌,kanji
2738,嫌い,word
2739,あなたとトムのことが嫌いではありません。,sentence
2740,呑,kanji
2741,冋,kanji
2742,喬,kanji
2743,橋,kanji
2744,主要,word
2745,上る,word
2746,あなたは、上れませんよ。,sentence
2747,予想,word
2748,あなたはどんな結果を予想していますか。,sentence
2749,豪,kanji
2750,豪太,word-component
2751,剌,kanji
2752,剌利,word-component
2753,屈,kanji
2754,堀,kanji
2755,堀,word
2756,太い,word
2757,私の妹は足が太いのをひどく気にしている。,sentence
2758,オーストラリア,word
2759,あなたがオーストラリアに行ったとトムはメアリーにそう言った。,sentence
2760,予選,word
2761,返す,word
2762,あの人にお金を貸したんだけど、まだ返してもらってない。,sentence
2763,二つ,word
2764,兄,word
2765,ある日、私は兄と走っていた。,sentence
2766,奐,kanji
2767,換,kanji
2768,交換,word
2769,どれとどれを交換する？,sentence
2770,鳥,word
2771,あの飛んでいる鳥を見て。,sentence
2772,交通,word
2773,交通に注意しなければいけない。,sentence
2774,彼奴,word
2775,交通は都市の主要な問題である。,sentence
2776,人事,word
2777,あいつ、いつも同じ間違いしちゃうんだ。,sentence
2778,箱,word
2779,あなたはどちらの箱が好きですか。,sentence
2780,人権,word
2781,8,sentence-component
2782,8月8日は国際ネコの日です。,sentence
2783,人民,word
2784,人民による人民の為の政治が良いと思う。,sentence
2785,お母さん,word
2786,あなたが家に帰って来た時、お母さんは何をしていましたか。,sentence
2787,人物,word
2788,あの人はどんな人物か教えて下さい？,sentence
2789,正直,word
2790,あなたが正直だと思う人の言う事を聞きなさい。,sentence
2791,人生,word
2792,あなたが自分の人生を考えることは必要だ。,sentence
2793,役,word
2794,あなたに役に立つような本を読みなさい。,sentence
2795,今度,word
2796,こんどは私がそれをやってみよう。,sentence
2797,暑い,word
2798,今度の選挙では与党が勝ちそうだね。,sentence
2799,功,kanji
2800,あまり暑いので働けない。,sentence
2801,今日,word
2802,「今日のこと、トムには話さない方がいいんじゃないかな」「私もそう思う」,sentence
2803,共,word
2804,今日のパーティーは誰が主催なの？,sentence
2805,以内,word
2806,あなたがたは二人ともとても親切です。,sentence
2807,書,word
2808,3時間以内に飛行機に乗らなきゃ。,sentence
2809,包,kanji
2810,仲,kanji
2811,仲間,word
2812,ここへきて仲間に入りなさい。,sentence
2813,気付く,word
2814,あなたがそんなに気分が悪いなんて気づかなかった。,sentence
2815,企画,word
2816,この企画に関するあなたの意見を言って下さい。,sentence
2817,ビル,word
2818,あのビルには誰も住んでいないよ。,sentence
2819,司,kanji
2820,会合,word
2821,その会合には参加しない方が良い。,sentence
2822,空,word
2823,この箱は空だ。中には何も入っていない。,sentence
2824,会場,word
2825,一番好きな音楽会場ってどこ？,sentence
2826,小さい,word
2827,あなたには小さすぎると思うよ。,sentence
2828,伝統,word
2829,これは家族の伝統です。,sentence
2830,互,kanji
2831,互い,word
2832,お互いが興味を持てる物を見つければ、旨くやっていけるよ。,sentence
2833,体,word
2834,「タバコぐらい体に悪いものはない」と医者は言った。,sentence
2835,始まる,word
2836,5年後に戦争が始まった。,sentence
2837,末,kanji
2838,験,kanji
2839,体験,word
2840,あなたの体験を教えて。,sentence
2841,易い,word
2842,あなたは風邪にかかりやすいですか。,sentence
2843,札,kanji
2844,作家,word
2845,メアリーは私の好きな作家の一人だ,sentence
2846,今朝,word
2847,あなたはどうして今朝ここにきたのか。,sentence
2848,作戦,word
2849,誰もその作戦に失敗しなかった。,sentence
2850,限,kanji
2851,限り,word
2852,あなたは可能な限り早く、あなたのお母さんに電話をするべきである。,sentence
2853,使う,word
2854,あなたの車を使わせていただけますか。,sentence
2855,テーブル,word
2856,「彼の本はどこですか」「それはテーブルの上です」,sentence
2857,使用,word
2858,この車は過去１０年間使用されてきた。,sentence
2859,禸,kanji
2860,离,kanji
2861,禽,kanji
2862,檎,kanji
2863,林檎,word
2864,あなたはいくつかのリンゴを持っていますか。,sentence
2865,例,kanji
2866,例,word
2867,そのことについてもう少し例をあげてくれませんか。,sentence
2868,弟,word
2869,「私の意見では」弟が言った。「あなたは間違っている」,sentence
2870,兆,kanji
2871,例えば,word
2872,例えばあなたのような若い人たちがこの仕事には必要だ。,sentence
2873,追う,word
2874,あなたって、いつも仕事に追われてるのね。,sentence
2875,保守,word
2876,チーム,word
2877,あなたのチームはとてもよいが、彼等のチームが一番良い。,sentence
2878,印,kanji
2879,険,kanji
2880,保険,word
2881,ここでは、すべてに保険がかかっています。,sentence
2882,他人,word
2883,あなたが、他人にしてもらいたいと思うように他人にもしない。,sentence
2884,攸,kanji
2885,修,kanji
2886,修正,word
2887,トムがすぐに修正します。,sentence
2888,がる,word
2889,お母さんがとても痛がっているのが分かった。,sentence
2890,亭,kanji
2891,停,kanji
2892,停止,word
2893, ,sentence-component
2894,「なんで怒ってるの？」 「怒ってないってば」,sentence
2895,健,kanji
2896,隶,radical
2897,康,kanji
2898,健康,word
2899,あなたの健康が心配です。,sentence
2900,間に合う,word
2901,あと３分ってところでバスに間に合わなかったんだ。,sentence
2902,灯,kanji
2903,道が込んでいますから、約束の時間に間に合わないかも知れない。,sentence
2904,傾,kanji
2905,傾向,word
2906,どんな傾向の本を読んでるの？,sentence
2907,布,kanji
2908,怖,kanji
2909,怖い,word
2910,あなたが怖がっているのが分かります。,sentence
2911,先月,word
2912,あなたは先月から日本にいますか。,sentence
2913,太陽,word
2914,そのとき太陽がのぼるところだった。,sentence
2915,先生,word
2916,「あなたは先生ですか」「その通りです」,sentence
2917,今夜,word
2918,「今夜電話してもいい？」「いいよ」,sentence
2919,位,kanji
2920,先進,word
2921,先進国,word
2922,借,kanji
2923,借りる,word
2924,30ドル借りてもいい？,sentence
2925,低,kanji
2926,党,word
2927,今でもコーヒー党なの？,sentence
2928,無駄,word
2929,あなたが彼に援助を求めても、無駄というものだ。,sentence
2930,旧,kanji
2931,児,kanji
2932,全員,word
2933,クラスの人たちぜんいんがここにいる。,sentence
2934,延,kanji
2935,戦争は停止されるべきだと全員合意した。,sentence
2936,誕,kanji
2937,誕生,word
2938,トムの誕生パーティーを開く予定だ。,sentence
2939,兵,kanji
2940,公共,word
2941,公共の場所をきれいにしておこう。,sentence
2942,ロンドン,word
2943,あなたが到着される前に、彼はロンドンへ出発しました。,sentence
2944,冷,kanji
2945,公園,word
2946,「どのようにしてその公園に行きましたか」「バスで行きました」,sentence
2947,全然,word
2948,あいつは女の子には全然関心がなかったんだ。,sentence
2949,公式,word
2950,この報道は公式のものだ。,sentence
2951,たがる,word
2952,「彼は仕事のあとコーヒーを飲みたがっています」「私もです」,sentence
2953,寅,kanji
2954,演,kanji
2955,公演,word
2956,この公演はもう終わりました。,sentence
2957,満足,word
2958,あなたが言われたことについては全く満足に感じています。,sentence
2959,公開,word
2960,この公園はすべての人に公開されている。,sentence
2961,みたい,word
2962,あいつらが困ってるみたい。手伝ってくれない？,sentence
2963,共通,word
2964,トムと私は共通したところが何もない。,sentence
2965,ピアノ,word
2966,「なぜピアノを始めたんですか」「音楽の先生になりたいから」,sentence
2967,内部,word
2968,彼は党を内部から改革しようとした。,sentence
2969,突然,word
2970,お母さんが突然歌い始めた。,sentence
2971,円高,word
2972,急度,word
2973,きっと,word
2974,あなたの家族はきっと親切でしょう。,sentence
2975,井,kanji
2976,囲,kanji
2977,再,kanji
2978,再び,word
2979,あなたに再び会えて嬉しい。,sentence
2980,独,kanji
2981,独,word
2982,乙,word
2983,ドイツ,word
2984,これはドイツから輸入した車です。,sentence
2985,冷戦,word
2986,伝える,word
2987,あなたに伝えたいことがあります。,sentence
2988,希,kanji
2989,処分,word
2990,この車を処分しなければならない。,sentence
2991,消す,word
2992,それは消せると思うよ。,sentence
2993,折,kanji
2994,処理,word
2995,あなただったらその問題をどう処理するか。,sentence
2996,庭,word
2997,あなたの庭が好きだ。,sentence
2998,出場,word
2999,御座る,word
3000,ありがとうございます。,sentence
3001,材,kanji
3002,利用,word
3003,あなたの時間をうまく利用しなさい。,sentence
3004,日(⺜),kanji-variant
3005,冒,kanji
3006,帽,kanji
3007,帽子,word
3008,あなたの帽子はどこにあるの？,sentence
3009,益,kanji
3010,利益,word
3011,それは彼の利益になる。,sentence
3012,ケーキ,word
3013,あのケーキ食べてもいい？,sentence
3014,制裁,word
3015,20,sentence-component
3016,10月20日から仕事を始めます。,sentence
3017,前半,word
3018,箇,kanji
3019,箇月,word
3020,あの作家が事故で死んでから、６ヶ月になります。,sentence
3021,前回,word
3022,彼は前回の会議に来なかった。,sentence
3023,渡,kanji
3024,渡る,word
3025,ここを渡りましょう。,sentence
3026,芸,kanji
3027,その報道は全国に行き渡った。,sentence
3028,提,kanji
3029,前提,word
3030,酒,word
3031,「僕の父さんお酒は飲まないよ」「私の父さんもだよ」,sentence
3032,豦,kanji
3033,劇,kanji
3034,劇場,word
3035,あの劇場では今月何をやってるの？,sentence
3036,別,word
3037,「トム？ 何かあったの？」「別に。声聞きたくなっただけ」,sentence
3038,典,kanji
3039,労働者,word
3040,労働者は一般に１日に８時間働く。,sentence
3041,席,kanji
3042,席,word
3043,あなたと席を交換しよう。,sentence
3044,刷,kanji
3045,動物,word
3046,この動物、フランス語で何ていうんですか？,sentence
3047,どうぞ,word
3048,「いい時計してるね。ちょっと見せて」「どうぞ、昨日買ったばかりなんですよ」,sentence
3049,卒,kanji
3050,勝利,word
3051,これはあなたの勝利だ。,sentence
3052,刃,kanji
3053,忍,kanji
3054,認,kanji
3055,認める,word
3056,あなたの言うことが正しいと認めざるを得ません。,sentence
3057,医学,word
3058,民間企業に対する投資をもっと認めてほしい。,sentence
3059,鍵,kanji
3060,二人の医者が医学の話をしていた。,sentence
3061,鍵,word
3062,「どうしたの？」「鍵がない」「何の鍵？」「自転車の鍵」,sentence
3063,帀,kanji
3064,師,kanji
3065,医師,word
3066,医師のいう通りにしなさい。,sentence
3067,通る,word
3068,「学校はどうやって通ってるの？」「バスです」,sentence
3069,十分,word
3070,ありがとう、充分にいただきました。,sentence
3071,進む,word
3072,あの人に頼むのはちょっと気が進まない。,sentence
3073,半分,word
3074,この列車で行けば半分の時間でいけますよ。,sentence
3075,去る,word
3076,「風と共に去りぬ」を読む。,sentence
3077,季,kanji
3078,人々が危機は去ったと言っています。,sentence
3079,南北,word
3080,日本は南北に長い国です。,sentence
3081,従う,word
3082,あなたが話をしたがっていたのは誰ですか。,sentence
3083,危険,word
3084,あまり酒を飲み過ぎるのは、危険だ。,sentence
3085,美味しい,word
3086,あの店ではとてもおいしい食事を出す。,sentence
3087,底,kanji
3088,原子,word
3089,原子力,word
3090,原子力は安全だ。,sentence
3091,侌,kanji
3092,陰,kanji
3093,御陰,word
3094,あなたが今あるのはだれのおかげなのですか。,sentence
3095,友人,word
3096,あなたは私の友人が好きですか。,sentence
3097,耳,word
3098,お父さんは僕の要求に全く耳をかさなかった。,sentence
3099,径,kanji
3100,反発,word
3101,ニュース,word
3102,あなたはそのニュースを聞きましたか。,sentence
3103,念,kanji
3104,それは地方のニュースに出ている。,sentence
3105,丩,kanji
3106,収,kanji
3107,収入,word
3108,今の収入に満足している。,sentence
3109,男の子,word
3110,「ぼくは、買いたいものがあるのだ」と男の子がいいました。,sentence
3111,松,kanji
3112,取っ手,word
3113,休む,word
3114,あなたは昨日学校を休みました。,sentence
3115,取材,word
3116,吸,kanji
3117,吸う,word
3118,あなたの家族にタバコを吸う人はいますか?,sentence
3119,毒,kanji
3120,受験,word
3121,受験したが失敗するだけだった。,sentence
3122,可愛い,word
3123,あいつの妹、とてもかわいいね。,sentence
3124,口,word
3125,あの仕事の口はまだあるよ。,sentence
3126,机,kanji
3127,机,word
3128,「あなたの本はどこですか」「机の上です」,sentence
3129,史上,word
3130,いー,word-component
3131,い,word
3132,「コーヒーでもどうだい」「できればそうしたいのだが、いくところがあるのでね」,sentence
3133,同様,word
3134,あれと同様難しくない仕事がある。,sentence
3135,悲しい,word
3136,あなたがそんなに悲しそうに泣くのは聞いていられない。,sentence
3137,牧,kanji
3138,同盟,word
3139,静,kanji
3140,静か,word
3141,あなたは静かにしているかぎりここにいてもよい。,sentence
3142,名,word
3143,「何名様ですか」「３名です」,sentence
3144,許す,word
3145,あなたはこの車を使うことを許されていない。,sentence
3146,芽,kanji
3147,名前,word
3148,「お名前は何ですか？」「トムです」,sentence
3149,第,word
3150,ちょっと。。。第二工場へ行ってきます。,sentence
3151,英,kanji
3152,誉,kanji
3153,名誉,word
3154,あれほど金と名誉があるのに、彼は幸せでない。,sentence
3155,奴,word
3156,あいついい奴なんだ。,sentence
3157,更,kanji
3158,便,kanji
3159,乎,kanji
3160,呼,kanji
3161,呼ぶ,word
3162,あいつのこと、トムって呼んでたな。,sentence
3163,外出,word
3164,あなたは外出しないほうがよい、と私は思った。,sentence
3165,問う,word
3166,政府が住民に問う一般投票を実施しました。,sentence
3167,食べ物,word
3168,あなたの大好きな夏の食べ物は何ですか。,sentence
3169,勇,kanji
3170,営業,word
3171,この店は日曜日に営業していますか。,sentence
3172,変える,word
3173,あなたの考えを変えることができると思っていました。,sentence
3174,回答,word
3175,これらすべての質問に回答しなければなりません。,sentence
3176,梨,kanji
3177,梨,word
3178,トムが梨を食べたんだ。,sentence
3179,無し,word
3180,君無しでは生きられない。,sentence
3181,なし,word
3182,この暑さの中帽子なしで外出してはいけません。,sentence
3183,刑,kanji
3184,型,kanji
3185,国境,word
3186,音楽に国境なし。,sentence
3187,暮,kanji
3188,暮らす,word
3189,お金は余り持っていませんが、どうにか暮らしています。,sentence
3190,国立,word
3191,日本人,word
3192,あなたが日本人だと私は思っていた。,sentence
3193,耒,radical
3194,耤,kanji
3195,籍,kanji
3196,国籍,word
3197,彼の国籍はどこですか。,sentence
3198,月曜,word
3199,トムはいつも月曜の朝にそれやるんだよ。,sentence
3200,国防,word
3201,味,word
3202,この水はよい味がする。,sentence
3203,楽しみ,word
3204,あなたが何を楽しみにしているのか私に教えて下さい。,sentence
3205,栄,kanji
3206,国際的,word
3207,国連は一つの国際的機能である。,sentence
3208,場合,word
3209,この場合、どうするのが一番いいんだろう？,sentence
3210,浅,kanji
3211,震,kanji
3212,地震,word
3213,いつ地震が起こるかは誰にもわからない。,sentence
3214,幺,radical
3215,樂,kanji
3216,轢,kanji
3217,轢く,word
3218,五つばかりの子供が自転車に轢かれたんですよ。,sentence
3219,ひく,word
3220,その子供は車にひかれかけた。,sentence
3221,基地,word
3222,昨日、彼は基地に帰らなかった。,sentence
3223,世話,word
3224,あなたはあなたの犬の世話をしなくてはならない。,sentence
3225,祝,kanji
3226,疋,kanji
3227,楚,kanji
3228,礎,kanji
3229,基礎,word
3230,姉,word
3231,あなたの姉さんはピアノが上手ですね。,sentence
3232,紀,kanji
3233,曽,kanji
3234,増,kanji
3235,増加,word
3236,この都市の人口は増加中です。,sentence
3237,毋,kanji
3238,毋(毌),kanji-variant
3239,貫,kanji
3240,慣,kanji
3241,慣れる,word
3242,あなたはすぐに新しい大学生活に慣れるだろう。,sentence
3243,辟,kanji
3244,壁,kanji
3245,壁,word
3246,あの絵を壁に掛けなさい。,sentence
3247,カメラ,word
3248,壁の注意書を見なさい。,sentence
3249,胃,kanji
3250,あなたが持っているのと同じカメラを買った。,sentence
3251,声明,word
3252,その声明では改革が必要だといっていた。,sentence
3253,忠,kanji
3254,忠告,word
3255,あなたに忠告を聞いておけばよかったのだが。,sentence
3256,外,word
3257,いい天気だから外で遊んできなさい。,sentence
3258,残,kanji
3259,残る,word
3260,あなたが彼と一緒に行こうが家に残っていようが、彼は泳ぎに行くだろう。,sentence
3261,多数,word
3262,反対投票多数。,sentence
3263,回る,word
3264,1日や2日で東京を見て回るなんて出来ない。,sentence
3265,夜,word
